file,sqlite_success,sqlite_header_precision,sqlite_header_recall,sqlite_header_f1,sqlite_record_precision,sqlite_record_recall,sqlite_record_f1,sqlite_cell_precision,sqlite_cell_recall,sqlite_cell_f1
moj-aramis-data-march-11.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
April-2011-for-publication.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tetranatrolite.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
scottish_law_commission-2011-03-31-organogram-junior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
PLA_6%Talc-1hz.csv,1,0.8,0.8,0.8000000000000002,1.0,1.0,1.0,0.9994535519125683,0.9967302452316076,0.9980900409276944
ResultsOR30x250-0.25_7.dat.csv,1,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.9668226286686517,0.9701237729406743,0.9684703877290156
ResultsOR30x100-0.50_5.dat__m23.csv,1,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.0,0.0,0.0,0.9555154794108807,0.9627498485766203,0.959119022476995
Auto_Tone_sub242_nov.csv,1,0.0,0.0,0.0,0.9964285714285714,1.0,0.998211091234347,0.994661921708185,0.9982142857142857,0.9964349376114082
ResultsOR30x100-0.25_10.dat__m21Infos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
narrow.csv,1,0.0,0.0,0.0,0.995475113122172,1.0,0.9977324263038548,0.990990990990991,0.995475113122172,0.9932279909706545
ResultsOR30x250-0.75_9.datInfos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
nati-clin-audi-bowe-canc-2017-tran-main-fiel-list.csv,1,0.125,0.125,0.125,0.9259259259259259,0.9090909090909091,0.9174311926605504,0.9795454545454545,0.9620535714285714,0.9707207207207207
senior-staff-march-2020.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1% nano+20% micro.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.75_10.dat__m13.csv,1,0.03418803418803419,0.03418803418803419,0.03418803418803419,0.0,0.0,0.0,0.9321674615792263,0.9396367521367521,0.9358872040436286
dwp-cmg-spend-1214.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Batch_3250493_batch_results.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.9690721649484536
mos-oct-dec-2014.csv,1,0.4444444444444444,0.4444444444444444,0.4444444444444444,1.0,0.8103448275862069,0.8952380952380952,1.0,0.8135593220338984,0.897196261682243
locations-1998.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
public-toilet-borough-grid.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
permanent_secretary_and_director_general_expenses_and_hospitality_april_to_june_2012.csv,1,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8956521739130435,0.5786516853932584,0.7030716723549487,0.969785575048733,0.6176288019863438,0.7546454304133485
download (10).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-2016.csv,1,1.0,1.0,1.0,0.9782383419689119,0.9782383419689119,0.9782383419689119,0.9978556640047324,0.9978556640047324,0.9978556640047324
fr_hypo1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1% SiO2_003.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_2.dat.csv,1,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.9668226286686517,0.9701237729406743,0.9684703877290156
prison-and-probation-ombudsman__30-09-2014__justice_PPO-September-Return-senior.csv,1,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,0.9868421052631579,0.9868421052631579,0.9868421052631579
Auto_Tone_sub205_over.csv,1,0.0,0.0,0.0,0.9964285714285714,1.0,0.998211091234347,0.994661921708185,0.9982142857142857,0.9964349376114082
fr_RG65_pageid.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ministry-of-defence__30-09-2012__mod_300912-Air-Govt-data-template-u-senior.csv,1,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,0.9987760097919217,0.9987760097919217,0.9987760097919217
Sun2014-Rs.csv,1,0.0,0.0,0.0,1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091,0.8333333333333334,0.8695652173913043
ResultsOR30x250-0.50_4.dat.csv,1,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.9668226286686517,0.9701237729406743,0.9684703877290156
ResultsOR30x250-0.75_4.datInfos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
trinity-house__31-03-2015__dft_310315-Trinity-House-Organogram-ver-1-junior.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Feb-2016.csv,1,1.0,1.0,1.0,1.0,0.92,0.9583333333333334,1.0,0.9230769230769231,0.9600000000000001
dd_Wickenburg_nobmp_623.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0014619883040935672,0.8378378378378378,0.002918883291747093
over25k-transparency.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Copy_of_2016-17_Q3_Final_V2.csv,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9959893048128342,0.9959893048128342,0.9959893048128342,0.9995549621717846,0.9995549621717846,0.9995549621717846
10.January_2019.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.25_5.dat__m28.csv,1,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.9616690926734595,0.9687194525904204,0.96518139761383
ResultsOR30x100-0.75_1.dat__m21Infos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
erionite.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
download (6).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_3.dat.csv,1,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.9668226286686517,0.9701237729406743,0.9684703877290156
Takakai2008-ch4.csv,1,0.0,0.0,0.0,1.0,0.9166666666666666,0.9565217391304348,0.9166666666666666,0.8461538461538461,0.8799999999999999
S30out.csv,1,0.33370288248337027,0.9966887417218543,0.5,0.6655629139072847,0.6655629139072847,0.6655629139072847,0.3349316447356381,0.9999890717548576,0.5017945715923019
LOS_1050CFit.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8002329644729179,1.0,0.8890326755095439
student_loans_company_limited-2011-09-30-organogram-senior.csv,1,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,0.9941520467836257,0.9941520467836257,0.9941520467836257
OccurrenceData351.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.50_1.datInfos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
Kokad pollen.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HMRC_spending_over_25000_for_September_2018.csv,1,1.0,1.0,1.0,0.9729064039408867,0.9729064039408867,0.9729064039408867,0.9980694980694981,0.9980694980694981,0.9980694980694981
epcs-dwp-cmg-spend-july-2017.csv,1,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.05102040816326531,0.09708737864077671,0.9523809523809523,0.05772005772005772,0.108843537414966
pssave_traindata_m=10_n=10_timelow=15_timehight=30_numofloop=2000.csv,1,0.0,0.0,0.0,0.9,1.0,0.9473684210526316,0.9090909090909091,1.0,0.9523809523809523
hist_2000_15O.csv,1,0.0,0.0,0.0,0.9875,1.0,0.9937106918238994,0.975462962962963,0.98765625,0.9815217391304348
mordenite-dh-2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.75_5.dat__m29Infos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
Oct_2013.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x500-0.75_3.dat.csv,1,0.00749063670411985,0.00749063670411985,0.00749063670411985,0.0,0.0,0.0,0.9681658547637929,0.9699239586880036,0.9690441093094455
ResultsOR30x100-0.50_1.dat__m21.csv,1,0.032,0.032,0.032,0.0,0.0,0.0,0.9523652001323188,0.9596666666666667,0.95600199236261
ministers-overseas-travel-jan-mar-2013.csv,1,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.75,0.75,0.75,0.9365079365079365,0.9365079365079365,0.9365079365079365
Consular_cases_April_2016.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NBA_scores_out.csv,1,0.9473684210526315,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,0.997229916897507,0.997229916897507,0.997229916897507
workforce-management-information-dft_201706.csv,1,0.11904761904761904,0.11904761904761904,0.11904761904761904,1.0,0.20833333333333334,0.3448275862068966,0.922077922077922,0.20699708454810495,0.33809523809523806
ResultsOR30x100-0.50_3.dat.csv,1,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.0,0.0,0.0,0.9636281993713516,0.9706015377657169,0.9671022983325823
ResultsOR30x500-0.50_6.datInfos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
AL5083-emissivity.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_10.dat__m28Infos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
wairakite-dh.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wine_Cellar_Consumption_dataset_14-15.csv,1,1.0,1.0,1.0,0.9730941704035875,0.9730941704035875,0.9730941704035875,0.9910714285714286,0.9910714285714286,0.9910714285714286
W44out.csv,1,0.3340732519422864,0.9966887417218543,0.5004156275976726,0.6655629139072847,0.6655629139072847,0.6655629139072847,0.3351794668923052,0.9999890717548576,0.5020726511553899
rape_table_3_prosecution_outcomes_0708_1314.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hypo5.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sustainability_-_Water_consumption_P_56.csv,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666667
vissim_data_conf2473_i7_v1987.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vissim_data_conf2473_i12_v2026.csv,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,0.9989106753812637,0.9989106753812637,0.9989106753812637
extended.csv,1,0.0,0.0,0.0,0.995475113122172,1.0,0.9977324263038548,0.990990990990991,0.995475113122172,0.9932279909706545
S39.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Resultsgk06.datInfos.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9696969696969697,1.0,0.9846153846153847
SouthTrent_Demand_zone-based.csv,1,0.0,0.0,0.0,0.99609375,1.0,0.9980430528375733,0.9922786964980544,0.99615478515625,0.9942129629629629
O18_air.csv,1,0.5,0.5,0.5,0.999000999000999,0.999000999000999,0.999000999000999,0.5,0.5,0.5
Note_4_Staff_costs_-_Average_number_of_persons_employed_13-14.csv,1,0.0,0.0,0.0,1.0,0.7368421052631579,0.8484848484848484,0.975,0.73125,0.8357142857142857
20170320-ePC_Data-Travel-Stationery.csv,1,1.0,1.0,1.0,1.0,0.7142857142857143,0.8333333333333333,1.0,0.7333333333333333,0.846153846153846
business_expenses_apr_jun_14_peter_lewis.csv,1,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,0.8181818181818182,0.9,0.9555555555555556,0.7962962962962963,0.8686868686868687
Auto_Tone_sub315_day1.csv,1,0.125,0.125,0.125,0.0,0.0,0.0,0.6232142857142857,0.6232142857142857,0.6232142857142857
GPC_DCLG_December_2015_for_Publication.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
W32.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Camp Palacios - Wind Direction.csv,1,0.0,0.0,0.0,0.9999942308247036,1.0,0.9999971154040309,0.9999942308579868,1.0,0.9999971154206726
"Businesses with a rateable value of less than £12,000 - March 2016.csv",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
june_2015(1).csv,1,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,1.0,0.9999863867788397,0.9999863867788397,0.9999863867788397
planning-application-aug-17.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
air_quality_station3_2006.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wakefield Council Procurement Card Transactions 2018-19 Q2.csv,1,0.7391304347826086,0.7391304347826086,0.7391304347826085,1.0,0.9710995219469796,0.9853378899790541,1.0,0.971105800564849,0.9853411220103604
spending_2020_01.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Camp Palacios - Humidity.csv,1,0.0,0.0,0.0,0.9999699076163823,1.0,0.9999849535818,0.9999699085219066,1.0,0.9999849540345755
fire_archive_V1_50574.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
all.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
